?"index", "key"                                                   , "keySource"                                                             , "text"                                                 , "tag", "frameUrl"                                          , "visible", "locatorSuggested"                                                      , "id", "class"    , "href"              , "onclick", "data_modulo_funcao"     , "data_modulo", "data_funcao"         , "data_href"                                                                                                                                                                                                       , "data_tipo_funcao", "data_tipo_link"
"233"  , "k_80_CB13_2"                                           , "80.CB13.2"                                                             , "Beneficiários"                                       , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB13.2""]')"                    ,     , "item-menu", "javascript:void(0)",          , "80.CB13.2"              , "80"         , "CB13.2"              , "/ace/mvcToAsp.asp?../../ass/asp/ass0108a.asp$$$p=&PT=Beneficiários&pm=80&pcf=CB13.2&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                               , "A"               , "link"
"234"  , "k_95_ITF_CONT4"                                        , "95.ITF_CONT4"                                                          , "Beneficiários Ativos"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_CONT4""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_CONT4"           , "95"         , "ITF_CONT4"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=138&id_arq=1865&exibeAssunto=N&id_job=154$$$p=&PT=Beneficiários Ativos&pm=95&pcf=ITF_CONT4&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoF..."    , "X"               , "link"
"235"  , "k_80_CB35_1_1_04"                                      , "80.CB35.1.1.04"                                                        , "Beneficiários Ativos"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB35.1.1.04""]')"               ,     , "item-menu", "javascript:void(0)",          , "80.CB35.1.1.04"         , "80"         , "CB35.1.1.04"         , "/ace/mvcToAsp.asp?../../ass/asp/ass1006a.asp$$$p=&PT=Beneficiários Ativos&pm=80&pcf=CB35.1.1.04&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,N,N,N,N,N&tipoFuncao=C"                                                   , "C"               , "link"
"236"  , "k_91_WCB35_1_1_04"                                     , "91.WCB35.1.1.04"                                                       , "Beneficiários Ativos"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""91.WCB35.1.1.04""]')"              ,     , "item-menu", "javascript:void(0)",          , "91.WCB35.1.1.04"        , "91"         , "WCB35.1.1.04"        , "/ace/mvcToAsp.asp?../../ass/asp/ass1006a.asp$$$p=&PT=Beneficiários Ativos&pm=91&pcf=WCB35.1.1.04&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,N,N,N,N,N&tipoFuncao=C"                                                  , "C"               , "link"
"237"  , "k_80_CB35_1_1_08"                                      , "80.CB35.1.1.08"                                                        , "Beneficiários Ativos com Data Inclusão"             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB35.1.1.08""]')"               ,     , "item-menu", "javascript:void(0)",          , "80.CB35.1.1.08"         , "80"         , "CB35.1.1.08"         , "/ace/mvcToAsp.asp?../../ass/asp/ass1033a.asp$$$p=&PT=Beneficiários Ativos com Data Inclusão&pm=80&pcf=CB35.1.1.08&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,N,N,N,N,N&tipoFuncao=C"                                , "C"               , "link"
"238"  , "k_80_CB35_1_1_05"                                      , "80.CB35.1.1.05"                                                        , "Beneficiários Ativos e Excluídos"                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB35.1.1.05""]')"               ,     , "item-menu", "javascript:void(0)",          , "80.CB35.1.1.05"         , "80"         , "CB35.1.1.05"         , "/ace/mvcToAsp.asp?../../ass/asp/ass1045a.asp$$$p=&PT=Beneficiários Ativos e Excluídos&pm=80&pcf=CB35.1.1.05&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,N,N,N,N,N&tipoFuncao=C"                                      , "C"               , "link"
"239"  , "k_80_CB36_7"                                           , "80.CB36.7"                                                             , "Beneficiários Ativos Especial"                       , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB36.7""]')"                    ,     , "item-menu", "javascript:void(0)",          , "80.CB36.7"              , "80"         , "CB36.7"              , "/ace/mvcToAsp.asp?../../ass/asp/ass2019a.asp$$$p=&PT=Beneficiários Ativos Especial&pm=80&pcf=CB36.7&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                               , "A"               , "link"
"240"  , "k_95_ITF_BEN4"                                         , "95.ITF_BEN4"                                                           , "Beneficiários CNS"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_BEN4""]')"                  ,     , "item-menu", "javascript:void(0)",          , "95.ITF_BEN4"            , "95"         , "ITF_BEN4"            , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=139&id_arq=1855&exibeAssunto=N&id_job=154$$$p=&PT=Beneficiários CNS&pm=95&pcf=ITF_BEN4&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFunca..."    , "X"               , "link"
"241"  , "k_80_CB11_45"                                          , "80.CB11.45"                                                            , "Beneficiários com Desconto/Cortesia"                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB11.45""]')"                   ,     , "item-menu", "javascript:void(0)",          , "80.CB11.45"             , "80"         , "CB11.45"             , "/ace/mvcToAsp.asp?../../ass/asp/ass0263a.asp$$$p=&PT=Beneficiários com Desconto/Cortesia&pm=80&pcf=CB11.45&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                        , "A"               , "link"
"242"  , "k_95_ITF_INTS9"                                        , "95.ITF_INTS9"                                                          , "Beneficiarios Covid19"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_INTS9""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_INTS9"           , "95"         , "ITF_INTS9"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=153&amp;id_arq=1834&amp;exibeAssunto=N&amp;id_job=154$$$p=&PT=Beneficiarios Covid19&pm=95&pcf=ITF_INTS9&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,..."     , "X"               , "link"
"243"  , "k_14_CMC9_1"                                           , "14.CMC9.1"                                                             , "Beneficiários em Análise"                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC9.1""]')"                    ,     , "item-menu", "javascript:void(0)",          , "14.CMC9.1"              , "14"         , "CMC9.1"              , "/ace/mvcToAsp.asp?../../cmc/asp/cmc0117a.asp$$$p=&PT=Beneficiários em Análise&pm=14&pcf=CMC9.1&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                   , "X"               , "link"
"244"  , "k_13_PNLAUT004_4"                                      , "13.PNLAUT004.4"                                                        , "Beneficiários em Intercâmbio"                       , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""13.PNLAUT004.4""]')"               ,     , "item-menu", "javascript:void(0)",          , "13.PNLAUT004.4"         , "13"         , "PNLAUT004.4"         , "/PainelAutorizacao/Autorizacao/PendenciasGrupoTipoAtdIntercambio?PT=Beneficiários em Intercâmbio&pm=13&pcf=PNLAUT004.4&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,N,N,N,N,N&tipoFuncao=C"                           , "C"               , "link"
"245"  , "k_13_PNLAUT003_4"                                      , "13.PNLAUT003.4"                                                        , "Beneficiários em Intercâmbio"                       , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""13.PNLAUT003.4""]')"               ,     , "item-menu", "javascript:void(0)",          , "13.PNLAUT003.4"         , "13"         , "PNLAUT003.4"         , "/PainelAutorizacao/Autorizacao/PendenciasGrupoIntercambio?PT=Beneficiários em Intercâmbio&pm=13&pcf=PNLAUT003.4&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,N,N,N,N,N&tipoFuncao=C"                                  , "C"               , "link"
"246"  , "k_13_PNLAUT005_4"                                      , "13.PNLAUT005.4"                                                        , "Beneficiários em Intercâmbio"                       , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""13.PNLAUT005.4""]')"               ,     , "item-menu", "javascript:void(0)",          , "13.PNLAUT005.4"         , "13"         , "PNLAUT005.4"         , "/PainelAutorizacao/Autorizacao/PendenciasGrupoSituacaoIntercambio?PT=Beneficiários em Intercâmbio&pm=13&pcf=PNLAUT005.4&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,N,N,N,N,N&tipoFuncao=C"                          , "C"               , "link"
"247"  , "k_91_CB35_1_1_09"                                      , "91.CB35.1.1.09"                                                        , "Beneficiários Layout Movimentação Cadastral"       , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""91.CB35.1.1.09""]')"               ,     , "item-menu", "javascript:void(0)",          , "91.CB35.1.1.09"         , "91"         , "CB35.1.1.09"         , "/ace/mvcToAsp.asp?../../ass/asp/ass1051a.asp$$$p=&PT=Beneficiários Layout Movimentação Cadastral&pm=91&pcf=CB35.1.1.09&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR,TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,N,N,N,N,N&tipoFun..."  , "C"               , "link"
"248"  , "k_2_ANS2_4_3"                                          , "2.ANS2.4.3"                                                            , "Beneficiários Marcados - Fora SIB, Fora TSS"         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""2.ANS2.4.3""]')"                   ,     , "item-menu", "javascript:void(0)",          , "2.ANS2.4.3"             , "2"          , "ANS2.4.3"            , "/ace/mvcToAsp.asp?../../ans/asp/ans1016a.asp$$$p=&PT=Beneficiários Marcados - Fora SIB, Fora TSS&pm=2&pcf=ANS2.4.3&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                , "X"               , "link"
"249"  , "k_80_CB35_1_1_09"                                      , "80.CB35.1.1.09"                                                        , "Beneficiários Movimentação Cadastral"              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB35.1.1.09""]')"               ,     , "item-menu", "javascript:void(0)",          , "80.CB35.1.1.09"         , "80"         , "CB35.1.1.09"         , "/ace/mvcToAsp.asp?../../ass/asp/ass1051c.asp$$$p=&PT=Beneficiários Movimentação Cadastral&pm=80&pcf=CB35.1.1.09&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR,TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,N,N,N,N,N&tipoFuncao=C"       , "C"               , "link"
"250"  , "k_95_ITF_BEN5"                                         , "95.ITF_BEN5"                                                           , "Beneficiários por Contrato"                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_BEN5""]')"                  ,     , "item-menu", "javascript:void(0)",          , "95.ITF_BEN5"            , "95"         , "ITF_BEN5"            , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=139&id_arq=1856&exibeAssunto=N&id_job=154$$$p=&PT=Beneficiários por Contrato&pm=95&pcf=ITF_BEN5&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&..."    , "X"               , "link"
"251"  , "k_95_ITF_BEN3"                                         , "95.ITF_BEN3"                                                           , "Beneficiários SEA"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_BEN3""]')"                  ,     , "item-menu", "javascript:void(0)",          , "95.ITF_BEN3"            , "95"         , "ITF_BEN3"            , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=139&id_arq=1854&exibeAssunto=N&id_job=154$$$p=&PT=Beneficiários SEA&pm=95&pcf=ITF_BEN3&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFunca..."    , "X"               , "link"
"252"  , "k_95_ITF_INTS10"                                       , "95.ITF_INTS10"                                                         , "Beneficiários Sirio Libanes"                         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_INTS10""]')"                ,     , "item-menu", "javascript:void(0)",          , "95.ITF_INTS10"          , "95"         , "ITF_INTS10"          , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=153&amp;id_arq=1883&amp;exibeAssunto=N&amp;id_job=154$$$p=&PT=Beneficiários Sirio Libanes&pm=95&pcf=ITF_INTS10&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PP..."    , "X"               , "link"
"253"  , "k_2_ANS2_4"                                            , "2.ANS2.4"                                                              , "Beneficiários X Cobertura"                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""2.ANS2.4""]')"                     ,     , "item-menu", "javascript:void(0)",          , "2.ANS2.4"               , "2"          , "ANS2.4"              , "/ace/mvcToAsp.asp?../../ans/asp/ans1009a.asp$$$p=&PT=Beneficiários X Cobertura&pm=2&pcf=ANS2.4&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                    , "X"               , "link"
"254"  , "k_91_ATD22_18"                                         , "91.ATD22.18"                                                           , "Beneficiários x Procedimentos"                       , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""91.ATD22.18""]')"                  ,     , "item-menu", "javascript:void(0)",          , "91.ATD22.18"            , "91"         , "ATD22.18"            , "/ace/mvcToAsp.asp?../../atd/asp/atd0051a.asp$$$p=&PT=Beneficiários x Procedimentos&pm=91&pcf=ATD22.18&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN,ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                   , "X"               , "link"
"255"  , "k_95_ITF_BEN11"                                        , "95.ITF_BEN11"                                                          , "Beneficiários_Paulistana"                            , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_BEN11""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_BEN11"           , "95"         , "ITF_BEN11"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=139&id_arq=1886&exibeAssunto=N&id_job=154$$$p=&PT=Beneficiários_Paulistana&pm=95&pcf=ITF_BEN11&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&t..."    , "X"               , "link"
"256"  , "k_77_PRS101_10"                                        , "77.PRS101.10"                                                          , "Benefícios"                                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS101.10""]')"                 ,     , "item-menu", "javascript:void(0)",          , "77.PRS101.10"           , "77"         , "PRS101.10"           , "/ace/mvcToAsp.asp?../../prs/asp/prs0163a_cons.asp?origem=consulta&vinculacao=cooperado$$$p=&PT=Benefícios&pm=77&pcf=PRS101.10&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,N,N,N,N,N&tipoFuncao=C"                     , "C"               , "link"
"257"  , "k_80_CB10_80_3"                                        , "80.CB10.80.3"                                                          , "Bloquear Cancelamento Automático"                    , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB10.80.3""]')"                 ,     , "item-menu", "javascript:void(0)",          , "80.CB10.80.3"           , "80"         , "CB10.80.3"           , "/ace/mvcToAsp.asp?../../ass/asp/ass0804a.asp?ind_origem=PJ$$$p=&PT=Bloquear Cancelamento Automático&pm=80&pcf=CB10.80.3&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                           , "X"               , "link"
"258"  , "k_4_FAT3_5"                                            , "4.FAT3-5"                                                              , "Bloquear Faturamento"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""4.FAT3-5""]')"                     ,     , "item-menu", "javascript:void(0)",          , "4.FAT3-5"               , "4"          , "FAT3-5"              , "/ace/mvcToAsp.asp?../../fat/asp/fat0201a.asp$$$p=&PT=Bloquear Faturamento&pm=4&pcf=FAT3-5&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                          , "A"               , "link"
"259"  , "k_1_ACE5_2"                                            , "1.ACE5.2"                                                              , "Bloqueio de função"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""1.ACE5.2""]')"                     ,     , "item-menu", "javascript:void(0)",          , "1.ACE5.2"               , "1"          , "ACE5.2"              , "/ace/mvcToAsp.asp?/ace/asp/ACE0009a.asp$$$p=&PT=Bloqueio de função&pm=1&pcf=ACE5.2&pprf=ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                                   , "A"               , "link"
"260"  , "k_1_ACE3_3"                                            , "1.ACE3.3"                                                              , "Bloqueio de usuário"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""1.ACE3.3""]')"                     ,     , "item-menu", "javascript:void(0)",          , "1.ACE3.3"               , "1"          , "ACE3.3"              , "/ace/mvcToAsp.asp?/ace/asp/ACE0012a.asp?ind_bloqueio=B$$$p=&PT=Bloqueio de usuário&pm=1&pcf=ACE3.3&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                , "A"               , "link"
"261"  , "k_1_ACE3_9"                                            , "1.ACE3.9"                                                              , "Bloqueio de Usuario Cliente"                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""1.ACE3.9""]')"                     ,     , "item-menu", "javascript:void(0)",          , "1.ACE3.9"               , "1"          , "ACE3.9"              , "/ace/mvcToAsp.asp?../../ace/asp/ace0038a.asp?ind_bloqueio=B$$$p=&PT=Bloqueio de Usuario Cliente&pm=1&pcf=ACE3.9&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                    , "A"               , "link"
"262"  , "k_1_ACE3_14"                                           , "1.ACE3.14"                                                             , "Bloqueio de Usuário Prestador Direto"                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""1.ACE3.14""]')"                    ,     , "item-menu", "javascript:void(0)",          , "1.ACE3.14"              , "1"          , "ACE3.14"             , "/ace/mvcToAsp.asp?/ace/asp/ACE0012a.asp?TipoUsuarioControleAcesso=1&ind_bloqueio=B$$$p=&PT=Bloqueio de Usuário Prestador Direto&pm=1&pcf=ACE3.14&pprf=ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                      , "A"               , "link"
"263"  , "k_3_CMS1_7"                                            , "3.CMS1.7"                                                              , "Bloqueio Pagamento"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""3.CMS1.7""]')"                     ,     , "item-menu", "javascript:void(0)",          , "3.CMS1.7"               , "3"          , "CMS1.7"              , "/ace/mvcToAsp.asp?../../cms/asp/cms0022a.asp$$$p=&PT=Bloqueio de Pagamento&pm=3&pcf=CMS1.7&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                         , "A"               , "link"
"264"  , "k_3_CMS5_7"                                            , "3.CMS5.7"                                                              , "Bloqueio Pagamento"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""3.CMS5.7""]')"                     ,     , "item-menu", "javascript:void(0)",          , "3.CMS5.7"               , "3"          , "CMS5.7"              , "/ace/mvcToAsp.asp?../../cms/asp/cms0023a.asp$$$p=&PT=Consulta de Bloqueio de Pagamento&pm=3&pcf=CMS5.7&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                             , "A"               , "link"
"265"  , "k_2_ANS15_4"                                           , "2.ANS15.4"                                                             , "Bloqueio Prestador"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""2.ANS15.4""]')"                    ,     , "item-menu", "javascript:void(0)",          , "2.ANS15.4"              , "2"          , "ANS15.4"             , "/TSNMVC/Transfer/{USUARIO}/{SISTEMA}/{SENHA}/MovimentacaoRede/BloqueioEnvio?menuLegado=S&PT=Bloqueio Prestador&pm=2&pcf=ANS15.4&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,S&tipoFuncao=x"                    , "x"               , "link"
"266"  , "k_14_CMC5_23"                                          , "14.CMC5.23"                                                            , "Borderô de Devolução"                              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""14.CMC5.23""]')"                   ,     , "item-menu", "javascript:void(0)",          , "14.CMC5.23"             , "14"         , "CMC5.23"             , "/ace/mvcToAsp.asp?../../cmc/asp/cmc1018a.asp$$$p=&PT=Borderô de Devolução&pm=14&pcf=CMC5.23&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                     , "X"               , "link"
"269"  , "k_95_ITF_INTS7"                                        , "95.ITF_INTS7"                                                          , "Cacau Show"                                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_INTS7""]')"                 ,     , "item-menu", "javascript:void(0)",          , "95.ITF_INTS7"           , "95"         , "ITF_INTS7"           , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=153&amp;id_arq=1795&amp;exibeAssunto=N&amp;id_job=154$$$p=&PT=Cacau Show&pm=95&pcf=ITF_INTS7&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tip..."     , "X"               , "link"
"270"  , "k_1_ACE1_1"                                            , "1.ACE1.1"                                                              , "Cadastro"                                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""1.ACE1.1""]')"                     ,     , "item-menu", "javascript:void(0)",          , "1.ACE1.1"               , "1"          , "ACE1.1"              , "/ace/mvcToAsp.asp?../../ace/asp/ace0002a.asp$$$p=&PT=Cadastro de módulo&pm=1&pcf=ACE1.1&pprf=ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                               , "A"               , "link"
"271"  , "k_77_PRS0128_1"                                        , "77.PRS0128.1"                                                          , "Cadastro"                                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS0128.1""]')"                 ,     , "item-menu", "javascript:void(0)",          , "77.PRS0128.1"           , "77"         , "PRS0128.1"           , "/ace/mvcToAsp.asp?../../prs/asp/prs0128a.asp$$$p=&PT=Equipe Prestador&pm=77&pcf=PRS0128.1&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                          , "A"               , "link"
"272"  , "k_77_PRS0403A"                                         , "77.PRS0403A"                                                           , "Cadastro"                                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS0403A""]')"                  ,     , "item-menu", "javascript:void(0)",          , "77.PRS0403A"            , "77"         , "PRS0403A"            , "/ace/mvcToAsp.asp?../../prs/asp/prs0403a.asp$$$p=&PT=Cadastro&pm=77&pcf=PRS0403A&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                   , "A"               , "link"
"273"  , "k_77_PRS0370"                                          , "77.PRS0370"                                                            , "Cadastro"                                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS0370""]')"                   ,     , "item-menu", "javascript:void(0)",          , "77.PRS0370"             , "77"         , "PRS0370"             , "/ace/mvcToAsp.asp?../../prs/asp/prs0370a.asp$$$p=&PT=Cadastro Prestador x Regime Atendimento x Proc&pm=77&pcf=PRS0370&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                              , "A"               , "link"
"274"  , "k_74_HES0034_1"                                        , "74.HES0034.1"                                                          , "Cadastro"                                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""74.HES0034.1""]')"                 ,     , "item-menu", "javascript:void(0)",          , "74.HES0034.1"           , "74"         , "HES0034.1"           , "/TSNMVC/HonorariosServicos/CadastroTAG?PT=Cadastro&pm=74&pcf=HES0034.1&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                             , "A"               , "link"
"275"  , "k_12_CTM10_2"                                          , "12.CTM10.2"                                                            , "Cadastro"                                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM10.2""]')"                   ,     , "item-menu", "javascript:void(0)",          , "12.CTM10.2"             , "12"         , "CTM10.2"             , "/TSNMVC/ContasMedicas/CadastroConfiguracaoCriticas?PT=Cadastro&pm=12&pcf=CTM10.2&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                   , "A"               , "link"
