?"index", "key"                                                   , "keySource"                                                             , "text"                                                 , "tag", "frameUrl"                                          , "visible", "locatorSuggested"                                                      , "id", "class"    , "href"              , "onclick", "data_modulo_funcao"     , "data_modulo", "data_funcao"         , "data_href"                                                                                                                                                                                                       , "data_tipo_funcao", "data_tipo_link"
"1075" , "k_1_ACE3_16"                                           , "1.ACE3.16"                                                             , "Integração usuário"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""1.ACE3.16""]')"                    ,     , "item-menu", "javascript:void(0)",          , "1.ACE3.16"              , "1"          , "ACE3.16"             , "/ace/mvcToAsp.asp?/ace/asp/ACE0041a.asp$$$p=&PT=Integração usuário&pm=1&pcf=ACE3.16&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                             , "A"               , "link"
"1076" , "page_getByRole_link_name_Intercambio_a_Cobrar"         , "page.getByRole('link', { name: ""Intercambio a Cobrar"" })"            , "Intercambio a Cobrar"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "True"   , "page.getByRole('link', { name: ""Intercambio a Cobrar"" })"            ,     ,            , "#dropdown-lvl156"  ,          ,                          ,              ,                       ,                                                                                                                                                                                                                   ,                   , "menu"
"1077" , "k_12_CTM10_3_5"                                        , "12.CTM10.3.5"                                                          , "Intercâmbio a Pagar"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM10.3.5""]')"                 ,     , "item-menu", "javascript:void(0)",          , "12.CTM10.3.5"           , "12"         , "CTM10.3.5"           , "/TSNMVC/ContasMedicas/IntercambioPagar?PT=Intercâmbio a Pagar&pm=12&pcf=CTM10.3.5&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                 , "A"               , "link"
"1078" , "k_13_PNLAUT004_3"                                      , "13.PNLAUT004.3"                                                        , "Intercâmbio Eventual"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""13.PNLAUT004.3""]')"               ,     , "item-menu", "javascript:void(0)",          , "13.PNLAUT004.3"         , "13"         , "PNLAUT004.3"         , "/PainelAutorizacao/Autorizacao/PendenciasGrupoTipoAtdEventual?PT=Intercâmbio Eventual&pm=13&pcf=PNLAUT004.3&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,N,N,N,N,N&tipoFuncao=C"                                       , "C"               , "link"
"1079" , "k_13_PNLAUT003_3"                                      , "13.PNLAUT003.3"                                                        , "Intercâmbio Eventual"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""13.PNLAUT003.3""]')"               ,     , "item-menu", "javascript:void(0)",          , "13.PNLAUT003.3"         , "13"         , "PNLAUT003.3"         , "/PainelAutorizacao/Autorizacao/PendenciasGrupoEventual?PT=Intercâmbio Eventual&pm=13&pcf=PNLAUT003.3&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,N,N,N,N,N&tipoFuncao=C"                                              , "C"               , "link"
"1080" , "k_13_PNLAUT005_3"                                      , "13.PNLAUT005.3"                                                        , "Intercâmbio Eventual"                                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""13.PNLAUT005.3""]')"               ,     , "item-menu", "javascript:void(0)",          , "13.PNLAUT005.3"         , "13"         , "PNLAUT005.3"         , "/PainelAutorizacao/Autorizacao/PendenciasGrupoSituacaoEventual?PT=Intercâmbio Eventual&pm=13&pcf=PNLAUT005.3&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,N,N,N,N,N&tipoFuncao=C"                                      , "C"               , "link"
"1081" , "k_13_ATD22_11"                                         , "13.ATD22.11"                                                           , "Intercorrência / Prorrogação"                      , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""13.ATD22.11""]')"                  ,     , "item-menu", "javascript:void(0)",          , "13.ATD22.11"            , "13"         , "ATD22.11"            , "/ace/mvcToAsp.asp?../../atd/asp/atd0034a.asp$$$p=&PT=Intercorrência / Prorrogação Autorização&pm=13&pcf=ATD22.11&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                              , "A"               , "link"
"1082" , "k_7_PAG0105"                                           , "7.PAG0105"                                                             , "Interface CPOM(Cad. Prestadores Outros Municípios)"  , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.PAG0105""]')"                    ,     , "item-menu", "javascript:void(0)",          , "7.PAG0105"              , "7"          , "PAG0105"             , "/ace/mvcToAsp.asp?../../pag/asp/pag0105a.asp$$$p=&PT=Interface CPOM(Cad. Prestadores Outros Municípios)&pm=7&pcf=PAG0105&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                          , "X"               , "link"
"1083" , "k_4_FAT5_57"                                           , "4.FAT5-57"                                                             , "Interface de coparticipação por empresa"            , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""4.FAT5-57""]')"                    ,     , "item-menu", "javascript:void(0)",          , "4.FAT5-57"              , "4"          , "FAT5-57"             , "/ace/mvcToAsp.asp?../../fat/asp/fat1402a.asp?id_job=1300$$$p=&PT=Interface de coparticipação por empresa&pm=4&pcf=FAT5-57&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                        , "X"               , "link"
"1084" , "page_getByRole_link_name_Interface_Gen_rica"           , "page.getByRole('link', { name: ""Interface Genérica"" })"             , "Interface Genérica"                                  , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "True"   , "page.getByRole('link', { name: ""Interface Genérica"" })"             ,     ,            , "#dropdown-lvl95"   ,          ,                          ,              ,                       ,                                                                                                                                                                                                                   ,                   , "menu"
"1085" , "page_getByRole_link_name_Interfaces"                   , "page.getByRole('link', { name: ""Interfaces"" })"                      , "Interfaces"                                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "True"   , "page.getByRole('link', { name: ""Interfaces"" })"                      ,     ,            , "#dropdown-lvl36"   ,          ,                          ,              ,                       ,                                                                                                                                                                                                                   ,                   , "menu"
"1086" , "k_13_ATD0097"                                          , "13.ATD0097"                                                            , "Internações em Aberto"                              , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""13.ATD0097""]')"                   ,     , "item-menu", "javascript:void(0)",          , "13.ATD0097"             , "13"         , "ATD0097"             , "/ace/mvcToAsp.asp?../../atd/asp/atd0110a.asp$$$p=&PT=Internações em Aberto&pm=13&pcf=ATD0097&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                     , "A"               , "link"
"1087" , "k_77_PRS0616"                                          , "77.PRS0616"                                                            , "Isenção de Coparticipação"                        , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS0616""]')"                   ,     , "item-menu", "javascript:void(0)",          , "77.PRS0616"             , "77"         , "PRS0616"             , "/ace/mvcToAsp.asp?../../prs/asp/prs0616a.asp$$$p=&PT=Isenção de Coparticipação&pm=77&pcf=PRS0616&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                               , "X"               , "link"
"1088" , "k_7_PAG14"                                             , "7.PAG14"                                                               , "Isenção Temporária Impostos"                       , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.PAG14""]')"                      ,     , "item-menu", "javascript:void(0)",          , "7.PAG14"                , "7"          , "PAG14"               , "/ace/mvcToAsp.asp?../../pag/asp/pag0021a.asp$$$p=&PT=Isenção Temporária Impostos&pm=7&pcf=PAG14&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                 , "A"               , "link"
"1089" , "k_80_CB9_32"                                           , "80.CB9.32"                                                             , "Itens de Orientação Jurídica"                      , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB9.32""]')"                    ,     , "item-menu", "javascript:void(0)",          , "80.CB9.32"              , "80"         , "CB9.32"              , "/ace/mvcToAsp.asp?../../ass/asp/ass0526a.asp$$$p=&PT=Itens de Orientação Jurídica&pm=80&pcf=CB9.32&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                              , "A"               , "link"
"1090" , "k_80_CB9_13"                                           , "80.CB9.13"                                                             , "Itens Kit"                                            , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""80.CB9.13""]')"                    ,     , "item-menu", "javascript:void(0)",          , "80.CB9.13"              , "80"         , "CB9.13"              , "/ace/mvcToAsp.asp?../../ass/asp/ass0210a.asp$$$p=&PT=Itens para Kit&pm=80&pcf=CB9.13&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                               , "A"               , "link"
"1091" , "k_7_PAG7_1"                                            , "7.PAG7-1"                                                              , "Itens Pagamento"                                      , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.PAG7-1""]')"                     ,     , "item-menu", "javascript:void(0)",          , "7.PAG7-1"               , "7"          , "PAG7-1"              , "/ace/mvcToAsp.asp?../../pag/asp/pag1001a.asp$$$p=&PT=Relatório Itens de Pagamento&pm=7&pcf=PAG7-1&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                 , "A"               , "link"
"1092" , "k_91_WPAG7_1"                                          , "91.WPAG7-1"                                                            , "Itens Pagamento"                                      , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""91.WPAG7-1""]')"                   ,     , "item-menu", "javascript:void(0)",          , "91.WPAG7-1"             , "91"         , "WPAG7-1"             , "/ace/mvcToAsp.asp?../../pag/asp/pag1001a.asp$$$p=&PT=Relação de Itens de Pagamento&pm=91&pcf=WPAG7-1&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                             , "A"               , "link"
"1093" , "k_12_CTM12_1_46"                                       , "12.CTM12.1.46"                                                         , "Justificar Pagamento"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM12.1.46""]')"                ,     , "item-menu", "javascript:void(0)",          , "12.CTM12.1.46"          , "12"         , "CTM12.1.46"          , "/TSNMVC/ContasMedicas/JustificaAutorizaPagamento?Tipo=jus&PT=Justificar Pagamento&pm=12&pcf=CTM12.1.46&pprf=TI_SAUDE_ANS_ANL_SR,SINISTRO_ANALISE,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                            , "X"               , "link"
"1094" , "k_12_CTM30_2"                                          , "12.CTM30.2"                                                            , "Justificativa Autorização Especial"                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM30.2""]')"                   ,     , "item-menu", "javascript:void(0)",          , "12.CTM30.2"             , "12"         , "CTM30.2"             , "/TSNMVC/CONTASMEDICAS/Justificativa?PT=Justificativa Autorização Especial&pm=12&pcf=CTM30.2&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                      , "A"               , "link"
"1095" , "k_4_FAT6_8"                                            , "4.FAT6-8"                                                              , "Kit Faturamento"                                      , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""4.FAT6-8""]')"                     ,     , "item-menu", "javascript:void(0)",          , "4.FAT6-8"               , "4"          , "FAT6-8"              , "/ace/mvcToAsp.asp?../../fat/asp/FAT1301a.asp$$$p=&PT=Kit Faturamento&pm=4&pcf=FAT6-8&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                               , "A"               , "link"
"1096" , "k_3_CMS3_18"                                           , "3.CMS3.18"                                                             , "Lançamento Manual"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""3.CMS3.18""]')"                    ,     , "item-menu", "javascript:void(0)",          , "3.CMS3.18"              , "3"          , "CMS3.18"             , "/ace/mvcToAsp.asp?../../cms/asp/cms0235a.asp$$$p=&PT=Lançamento Manual&pm=3&pcf=CMS3.18&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                           , "A"               , "link"
"1097" , "k_4_FAT2"                                              , "4.FAT2"                                                                , "Lançamento Manual"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""4.FAT2""]')"                       ,     , "item-menu", "javascript:void(0)",          , "4.FAT2"                 , "4"          , "FAT2"                , "/ace/mvcToAsp.asp?../../fat/asp/fat0004a.asp$$$p=&PT=Lançamento Manual&pm=4&pcf=FAT2&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                              , "A"               , "link"
"1098" , "k_7_PAG88"                                             , "7.PAG88"                                                               , "Lançamento Manual"                                   , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.PAG88""]')"                      ,     , "item-menu", "javascript:void(0)",          , "7.PAG88"                , "7"          , "PAG88"               , "/ace/mvcToAsp.asp?../../pag/asp/pag0010a.asp$$$p=&PT=Lançamento Manual&pm=7&pcf=PAG88&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                             , "A"               , "link"
"1099" , "k_95_ITF_CONT12"                                       , "95.ITF_CONT12"                                                         , "Lançamento Manual Comissão"                         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""95.ITF_CONT12""]')"                ,     , "item-menu", "javascript:void(0)",          , "95.ITF_CONT12"          , "95"         , "ITF_CONT12"          , "/ace/mvcToAsp.asp?../../int/asp/int0004a.asp?id_assunto=138&id_arq=1873&exibeAssunto=N&id_job=154$$$p=&PT=Lançamento Manual Comissão&pm=95&pcf=ITF_CONT12&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,..."   , "X"               , "link"
"1100" , "k_4_FAT3_6"                                            , "4.FAT3-6"                                                              , "Lançamento Manual Geral"                             , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""4.FAT3-6""]')"                     ,     , "item-menu", "javascript:void(0)",          , "4.FAT3-6"               , "4"          , "FAT3-6"              , "/ace/mvcToAsp.asp?../../fat/asp/fat0117a.asp$$$p=&PT=Lançamento Manual Geral&pm=4&pcf=FAT3-6&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                      , "X"               , "link"
"1101" , "k_2_ANS20_3_5"                                         , "2.ANS20.3.5"                                                           , "Lançamentos com ajustes regulatórios"               , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""2.ANS20.3.5""]')"                  ,     , "item-menu", "javascript:void(0)",          , "2.ANS20.3.5"            , "2"          , "ANS20.3.5"           , "/ace/mvcToAsp.asp?../../ans/asp/ans1025a.asp?cod_funcao=GR$$$p=&PT=Lançamentos com ajustes regulatórios&pm=2&pcf=ANS20.3.5&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                       , "X"               , "link"
"1102" , "k_4_FAT5_11"                                           , "4.FAT5-11"                                                             , "Lançamentos Manuais"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""4.FAT5-11""]')"                    ,     , "item-menu", "javascript:void(0)",          , "4.FAT5-11"              , "4"          , "FAT5-11"             , "/ace/mvcToAsp.asp?../../fat/asp/fat1010a.asp$$$p=&PT=Lançamentos Manuais&pm=4&pcf=FAT5-11&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                         , "A"               , "link"
"1103" , "k_2_ANS20_3_4"                                         , "2.ANS20.3.4"                                                           , "Lançamentos não enviados"                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""2.ANS20.3.4""]')"                  ,     , "item-menu", "javascript:void(0)",          , "2.ANS20.3.4"            , "2"          , "ANS20.3.4"           , "/ace/mvcToAsp.asp?../../ans/asp/ans1025a.asp?cod_funcao=X$$$p=&PT=Lançamentos não enviados&pm=2&pcf=ANS20.3.4&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                    , "X"               , "link"
"1104" , "k_97_RSUS02_09"                                        , "97.RSUS02.09"                                                          , "Legislação"                                         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""97.RSUS02.09""]')"                 ,     , "item-menu", "javascript:void(0)",          , "97.RSUS02.09"           , "97"         , "RSUS02.09"           , "/ace/mvcToAsp.asp?../../asp_to_net/load_rsus.asp?pageDotNet=Forms/CadastroLegislacao.aspx$$$p=&PT=Legislação&pm=97&pcf=RSUS02.09&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                 , "A"               , "link"
"1105" , "k_12_CTM12_2_3"                                        , "12.CTM12.2.3"                                                          , "Libera Fechamento Especial"                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM12.2.3""]')"                 ,     , "item-menu", "javascript:void(0)",          , "12.CTM12.2.3"           , "12"         , "CTM12.2.3"           , "/TSNMVC/ContasMedicas/Fechamentos/Index_LFE?PT=Libera Fechamento Especial&pm=12&pcf=CTM12.2.3&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                      , "X"               , "link"
"1106" , "k_12_CTM12_1_16"                                       , "12.CTM12.1.16"                                                         , "Libera Glosa"                                         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM12.1.16""]')"                ,     , "item-menu", "javascript:void(0)",          , "12.CTM12.1.16"          , "12"         , "CTM12.1.16"          , "/TSNMVC/ContasMedicas/LiberaGlosa?PT=Libera Glosa&pm=12&pcf=CTM12.1.16&pprf=SINISTRO_ANALISE,TI_SAUDE_ANS_ANL_SR,CONTA_MEDICA_AUD,INTERCAMBIO_ANALISE,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                       , "X"               , "link"
"1107" , "k_156_INC156_1_1"                                      , "156.INC156.1.1"                                                        , "Libera Glosa"                                         , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""156.INC156.1.1""]')"               ,     , "item-menu", "javascript:void(0)",          , "156.INC156.1.1"         , "156"        , "INC156.1.1"          , "/TSNMVC/IntercambioCobrar/LiberaGlosa?PT=Libera Glosa&pm=156&pcf=INC156.1.1&pprf=ADMIN&PPRM=S,S,S,S,N,N&tipoFuncao=A"                                                                                            , "A"               , "link"
"1108" , "k_12_CTM16_1_8"                                        , "12.CTM16.1.8"                                                          , "Libera Revisão"                                      , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM16.1.8""]')"                 ,     , "item-menu", "javascript:void(0)",          , "12.CTM16.1.8"           , "12"         , "CTM16.1.8"           , "/TSNMVC/ContasMedicas/LiberaRevisao?PT=Libera Revisão&pm=12&pcf=CTM16.1.8&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                                         , "X"               , "link"
"1109" , "k_12_CTM12_1_20"                                       , "12.CTM12.1.20"                                                         , "Libera Revisão"                                      , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM12.1.20""]')"                ,     , "item-menu", "javascript:void(0)",          , "12.CTM12.1.20"          , "12"         , "CTM12.1.20"          , "/TSNMVC/ContasMedicas/LiberaRevisao?PT=Libera Revisão&pm=12&pcf=CTM12.1.20&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                                        , "X"               , "link"
"1110" , "k_77_PRS0212"                                          , "77.PRS0212"                                                            , "Liberação"                                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS0212""]')"                   ,     , "item-menu", "javascript:void(0)",          , "77.PRS0212"             , "77"         , "PRS0212"             , "/ace/mvcToAsp.asp?../../prs/asp/prs0212a.asp$$$p=&PT=Cadastro - Liberação&pm=77&pcf=PRS0212&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                      , "X"               , "link"
"1111" , "k_77_PRS0213"                                          , "77.PRS0213"                                                            , "Liberação"                                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS0213""]')"                   ,     , "item-menu", "javascript:void(0)",          , "77.PRS0213"             , "77"         , "PRS0213"             , "/ace/mvcToAsp.asp?../../prs/asp/prs0213a.asp$$$p=&PT=Negociação - Liberação&pm=77&pcf=PRS0213&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                  , "X"               , "link"
"1112" , "k_4_FAT4_21"                                           , "4.FAT4-21"                                                             , "Liberação cancelamento em alçada"                  , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""4.FAT4-21""]')"                    ,     , "item-menu", "javascript:void(0)",          , "4.FAT4-21"              , "4"          , "FAT4-21"             , "/ace/mvcToAsp.asp?../../fat/asp/FAT1504a.asp$$$p=&PT=Liberação cancelamento em alçada&pm=4&pcf=FAT4-21&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=S,S,S,S,N,S&tipoFuncao=A"                                          , "A"               , "link"
"1113" , "k_12_CTM12_1_25"                                       , "12.CTM12.1.25"                                                         , "Liberação Contas Retidas"                           , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""12.CTM12.1.25""]')"                ,     , "item-menu", "javascript:void(0)",          , "12.CTM12.1.25"          , "12"         , "CTM12.1.25"          , "/TSNMVC/ContasMedicas/LiberacaodeContasRetidascomUsuario?PT=Liberação  Contas Retidas&pm=12&pcf=CTM12.1.25&pprf=ADMIN,INTERCAMBIO_ANALISE,CONTA_MEDICA_AUD,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFunc..."   , "X"               , "link"
"1114" , "k_7_CTM12_1_47"                                        , "7.CTM12.1.47"                                                          , "Liberação de item com justificativa"                , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.CTM12.1.47""]')"                 ,     , "item-menu", "javascript:void(0)",          , "7.CTM12.1.47"           , "7"          , "CTM12.1.47"          , "/TSNMVC/ContasMedicas/JustificaAutorizaPagamento?Tipo=auto&PT=Liberação de item com justificativa&pm=7&pcf=CTM12.1.47&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                            , "X"               , "link"
"1115" , "k_7_PAG20"                                             , "7.PAG20"                                                               , "Liberação de Pagamento em Lote"                     , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.PAG20""]')"                      ,     , "item-menu", "javascript:void(0)",          , "7.PAG20"                , "7"          , "PAG20"               , "/ace/mvcToAsp.asp?../../pag/asp/PAG0065a.asp$$$p=&PT=Liberação de Pagamento em Lote&pm=7&pcf=PAG20&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                               , "X"               , "link"
"1116" , "k_7_PAG20_5_2"                                         , "7.PAG20.5"                                                             , "Liberação de Pagamento por Data"                    , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.PAG20.5""]')"                    ,     , "item-menu", "javascript:void(0)",          , "7.PAG20.5"              , "7"          , "PAG20.5"             , "/ace/mvcToAsp.asp?../../pag/asp/PAG0001a.asp$$$p=&PT=Liberação de Pagamento por Data&pm=7&pcf=PAG20.5&pprf=TI_SAUDE_ANS_ANL_SR,SINISTRO_ANALISE,ADMIN&PPRM=S,S,S,N,N,S&tipoFuncao=A"                           , "A"               , "link"
"1117" , "k_7_PAG0067"                                           , "7.PAG0067"                                                             , "Liberação de Pagamento RB"                          , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""7.PAG0067""]')"                    ,     , "item-menu", "javascript:void(0)",          , "7.PAG0067"              , "7"          , "PAG0067"             , "/ace/mvcToAsp.asp?../../pag/asp/pag0067a.asp$$$p=&PT=Liberação de Pagamento RB&pm=7&pcf=PAG0067&pprf=TI_SAUDE_ANS_ANL_SR,ADMIN&PPRM=N,N,N,N,N,S&tipoFuncao=X"                                                  , "X"               , "link"
"1118" , "k_77_PRS0214"                                          , "77.PRS0214"                                                            , "Liberação Especial"                                 , "a"  , "http://10.130.113.19/TSNMVC/TSNMVC/Home/AreaLogada", "False"  , "page.locator('[data-modulo-funcao=""77.PRS0214""]')"                   ,     , "item-menu", "javascript:void(0)",          , "77.PRS0214"             , "77"         , "PRS0214"             , "/ace/mvcToAsp.asp?../../prs/asp/prs0212a.asp?ind_especial=S$$$p=&PT=Cadastro - Liberação Especial&pm=77&pcf=PRS0214&pprf=ADMIN,TI_SAUDE_ANS_ANL_SR&PPRM=N,N,N,N,N,S&tipoFuncao=X"                              , "X"               , "link"
